country,continent,year,population,gdp,primary_energy_consumption,renewable_energy_consumption,renewables_share_energy,electricity_generation,fossil_fuel_consumption,coal_consumption,oil_consumption,gas_consumption,nuclear_consumption,solar_capacity_mw,wind_capacity_mw,hydro_capacity_mw,carbon_emissions_mt,energy_imports_twh,energy_exports_twh,energy_intensity_gdp,average_energy_price_usd_per_kwh,industrial_energy_use_twh,residential_energy_use_twh,transport_energy_use_twh,temperature_celsius,renewable_investment_usd_billion,energy_efficiency_index,urbanization_rate,policy_index
Turkey,Asia,2017,82.43,787.6,2.65,0.85,32.0,1.15,1.8,0.39,0.6,0.82,0.05,732.15,687.17,408.75,1.29,0.7,0.05,0.0025,0.0977,1.06,0.8,0.8,17.72,67.8,67.25,58.5,8.78
Turkey,Asia,2018,83.67,838.8,2.73,0.93,34.0,1.2,1.8,0.37,0.59,0.84,0.05,928.92,823.03,427.33,1.27,0.54,0.05,0.0024,0.1002,1.09,0.82,0.82,18.28,88.23,68.09,59.0,8.31
Turkey,Asia,2019,84.92,893.32,2.82,1.01,36.0,1.25,1.8,0.36,0.58,0.86,0.06,1178.57,985.74,446.75,1.26,0.72,0.06,0.0023,0.0901,1.13,0.85,0.85,17.95,114.42,66.77,59.5,8.36
Turkey,Asia,2020,86.2,951.38,2.9,1.1,38.0,1.31,1.8,0.34,0.58,0.88,0.06,1495.31,1180.62,467.05,1.24,0.64,0.06,0.0021,0.0821,1.16,0.87,0.87,19.0,147.92,68.19,60.0,8.8
Turkey,Asia,2021,87.49,1013.22,2.99,1.2,40.0,1.36,1.79,0.33,0.57,0.9,0.06,1897.17,1414.03,488.28,1.22,0.78,0.06,0.002,0.0734,1.2,0.9,0.9,19.65,190.7,71.61,60.5,9.32
Turkey,Asia,2022,88.8,1079.08,3.08,1.29,42.0,1.42,1.79,0.31,0.56,0.92,0.06,2407.04,1693.59,510.47,1.2,0.74,0.06,0.0019,0.1087,1.23,0.92,0.92,18.25,245.24,69.72,61.0,9.04
Turkey,Asia,2023,90.14,1149.22,3.17,1.4,44.0,1.48,1.78,0.3,0.55,0.93,0.06,3053.93,2028.41,533.67,1.18,0.85,0.06,0.0018,0.0759,1.27,0.95,0.95,19.09,314.66,74.58,61.5,9.81
Turkey,Asia,2024,91.49,1223.92,3.27,1.5,46.0,1.54,1.77,0.28,0.54,0.95,0.07,3874.68,2429.42,557.93,1.16,0.75,0.07,0.0017,0.0785,1.31,0.98,0.98,19.62,402.9,74.2,62.0,9.21
Poland,Europe,2000,38.0,170.0,0.95,0.1,10.0,0.33,0.85,0.3,0.34,0.21,0.02,7.6,19.0,114.0,0.69,0.16,0.02,0.0056,0.0764,0.38,0.28,0.28,10.34,0.42,46.32,50.0,4.38
Poland,Europe,2001,38.57,181.05,0.98,0.11,10.8,0.35,0.87,0.3,0.35,0.23,0.02,9.64,22.76,119.18,0.7,0.23,0.02,0.0053,0.0622,0.39,0.29,0.29,9.9,0.56,45.47,50.5,4.08
Poland,Europe,2002,39.15,192.82,1.01,0.12,11.6,0.36,0.89,0.3,0.35,0.24,0.02,12.23,27.26,124.6,0.71,0.27,0.02,0.0051,0.0671,0.4,0.3,0.3,10.87,0.74,47.17,51.0,4.41
Poland,Europe,2003,39.74,205.35,1.04,0.13,12.4,0.38,0.91,0.3,0.35,0.26,0.02,15.52,32.64,130.26,0.73,0.25,0.02,0.0048,0.0682,0.42,0.31,0.31,10.53,0.97,47.55,51.5,4.46
Poland,Europe,2004,40.33,218.7,1.07,0.14,13.2,0.4,0.93,0.3,0.36,0.28,0.02,19.69,39.1,136.18,0.74,0.18,0.02,0.0046,0.0614,0.43,0.32,0.32,10.14,1.26,50.41,52.0,5.05
Poland,Europe,2005,40.94,232.91,1.1,0.15,14.0,0.41,0.95,0.29,0.36,0.29,0.02,24.99,46.83,142.37,0.75,0.26,0.02,0.0044,0.0772,0.44,0.33,0.33,10.21,1.64,51.54,52.5,4.32
Poland,Europe,2006,41.55,248.05,1.14,0.17,14.8,0.43,0.97,0.29,0.36,0.31,0.02,31.7,56.08,148.84,0.76,0.21,0.02,0.0042,0.0635,0.45,0.34,0.34,10.18,2.12,50.38,53.0,4.54
Poland,Europe,2007,42.17,264.18,1.17,0.18,15.6,0.45,0.99,0.29,0.37,0.33,0.02,40.22,67.17,155.61,0.77,0.22,0.02,0.004,0.0894,0.47,0.35,0.35,9.94,2.74,53.33,53.5,4.75
Poland,Europe,2008,42.81,281.35,1.21,0.2,16.4,0.47,1.01,0.29,0.37,0.35,0.02,51.03,80.45,162.68,0.79,0.29,0.02,0.0038,0.0632,0.48,0.36,0.36,9.73,3.53,54.67,54.0,4.71
Poland,Europe,2009,43.45,299.64,1.24,0.21,17.2,0.49,1.03,0.29,0.37,0.37,0.02,64.74,96.36,170.07,0.8,0.19,0.02,0.0036,0.0623,0.5,0.37,0.37,9.43,4.53,54.23,54.5,5.19
Poland,Europe,2010,44.1,319.11,1.28,0.23,18.0,0.51,1.05,0.28,0.38,0.39,0.03,82.14,115.41,177.8,0.81,0.35,0.03,0.0034,0.0779,0.51,0.38,0.38,10.43,5.81,56.17,55.0,5.93
Poland,Europe,2011,44.76,339.86,1.32,0.26,20.0,0.53,1.05,0.28,0.38,0.4,0.03,104.22,138.22,185.88,0.81,0.28,0.03,0.0032,0.06,0.53,0.4,0.4,10.67,7.91,56.66,55.5,5.5
Poland,Europe,2012,45.43,361.95,1.36,0.3,22.0,0.56,1.06,0.27,0.37,0.42,0.03,132.23,165.55,194.33,0.8,0.31,0.03,0.0031,0.093,0.54,0.41,0.41,10.47,10.65,60.21,56.0,6.29
Poland,Europe,2013,46.11,385.47,1.4,0.34,24.0,0.58,1.06,0.26,0.37,0.43,0.03,167.77,198.28,203.16,0.8,0.24,0.03,0.0029,0.0705,0.56,0.42,0.42,10.31,14.23,60.29,56.5,5.86
Poland,Europe,2014,46.81,410.53,1.44,0.37,26.0,0.61,1.07,0.25,0.37,0.45,0.03,212.85,237.48,212.4,0.79,0.41,0.03,0.0028,0.0896,0.58,0.43,0.43,10.78,18.88,61.04,57.0,6.42
Poland,Europe,2015,47.51,437.21,1.48,0.42,28.0,0.63,1.07,0.25,0.36,0.46,0.03,270.06,284.43,222.05,0.78,0.44,0.03,0.0026,0.0953,0.59,0.45,0.45,9.6,24.9,63.55,57.5,7.8
Poland,Europe,2016,48.22,465.63,1.53,0.46,30.0,0.66,1.07,0.24,0.36,0.47,0.03,342.63,340.66,232.14,0.77,0.29,0.03,0.0025,0.0664,0.61,0.46,0.46,10.85,32.68,64.95,58.0,8.01
Poland,Europe,2017,48.94,495.9,1.58,0.5,32.0,0.69,1.07,0.23,0.36,0.49,0.03,434.72,408.01,242.69,0.77,0.33,0.03,0.0024,0.0837,0.63,0.47,0.47,10.42,42.69,63.88,58.5,8.47
Poland,Europe,2018,49.68,528.13,1.62,0.55,34.0,0.71,1.07,0.22,0.35,0.5,0.03,551.55,488.67,253.73,0.76,0.43,0.03,0.0022,0.0698,0.65,0.49,0.49,9.88,55.55,66.02,59.0,9.14
Poland,Europe,2019,50.42,562.46,1.67,0.6,36.0,0.74,1.07,0.21,0.35,0.51,0.03,699.78,585.28,265.26,0.75,0.42,0.03,0.0021,0.0956,0.67,0.5,0.5,10.48,72.04,68.17,59.5,8.36
Poland,Europe,2020,51.18,599.02,1.72,0.65,38.0,0.78,1.07,0.2,0.34,0.52,0.03,887.84,700.99,277.31,0.74,0.42,0.03,0.002,0.1065,0.69,0.52,0.52,11.03,93.14,70.49,60.0,9.22
Poland,Europe,2021,51.95,637.96,1.78,0.71,40.0,0.81,1.07,0.19,0.34,0.53,0.04,1126.45,839.58,289.92,0.72,0.3,0.04,0.0019,0.1076,0.71,0.53,0.53,9.97,120.07,70.34,60.5,8.79
Poland,Europe,2022,52.73,679.42,1.83,0.77,42.0,0.84,1.06,0.18,0.33,0.55,0.04,1429.18,1005.57,303.09,0.71,0.28,0.04,0.0018,0.0899,0.73,0.55,0.55,10.47,154.41,71.34,61.0,9.38
Poland,Europe,2023,53.52,723.59,1.88,0.83,44.0,0.88,1.06,0.18,0.33,0.56,0.04,1813.27,1204.37,316.87,0.7,0.3,0.04,0.0017,0.0794,0.75,0.57,0.57,11.04,198.12,71.97,61.5,9.68
Poland,Europe,2024,54.32,770.62,1.94,0.89,46.0,0.91,1.05,0.17,0.32,0.56,0.04,2300.59,1442.47,331.27,0.69,0.48,0.04,0.0016,0.1098,0.78,0.58,0.58,11.34,253.68,73.52,62.0,9.77
Sweden,Europe,2000,9.0,260.0,0.45,0.12,27.0,0.16,0.33,0.11,0.13,0.08,0.01,9.0,18.0,45.0,0.24,0.09,0.01,0.0017,0.0723,0.14,0.14,0.14,10.58,1.76,59.79,75.0,6.3
Sweden,Europe,2001,9.07,266.5,0.46,0.13,28.44,0.16,0.33,0.11,0.13,0.09,0.01,11.34,21.41,46.72,0.24,0.13,0.01,0.0017,0.0963,0.14,0.14,0.14,10.87,2.18,60.92,75.5,5.97
Sweden,Europe,2002,9.14,273.16,0.47,0.14,29.88,0.17,0.33,0.11,0.13,0.09,0.01,14.29,25.47,48.51,0.24,0.11,0.01,0.0017,0.0788,0.14,0.14,0.14,10.28,2.7,63.22,76.0,6.49
Sweden,Europe,2003,9.22,279.99,0.48,0.15,31.32,0.18,0.33,0.11,0.13,0.09,0.01,18.0,30.29,50.36,0.24,0.1,0.01,0.0016,0.0727,0.14,0.14,0.14,9.98,3.33,62.17,76.5,6.84
Sweden,Europe,2004,9.29,286.99,0.49,0.16,32.76,0.18,0.33,0.11,0.13,0.1,0.01,22.68,36.03,52.29,0.24,0.1,0.01,0.0016,0.0742,0.15,0.15,0.15,9.21,4.11,65.38,77.0,6.74
Sweden,Europe,2005,9.37,294.17,0.5,0.17,34.2,0.19,0.33,0.1,0.13,0.1,0.01,28.58,42.85,54.29,0.23,0.1,0.01,0.0016,0.0729,0.15,0.15,0.15,10.02,5.06,65.24,77.5,6.93
Sweden,Europe,2006,9.44,301.52,0.52,0.18,35.64,0.2,0.33,0.1,0.12,0.11,0.01,36.01,50.97,56.36,0.23,0.12,0.01,0.0016,0.0866,0.15,0.15,0.15,9.68,6.21,69.15,78.0,6.85
Sweden,Europe,2007,9.52,309.06,0.53,0.2,37.08,0.2,0.33,0.1,0.12,0.11,0.01,45.38,60.63,58.52,0.23,0.13,0.01,0.0015,0.0796,0.16,0.16,0.16,10.25,7.62,66.51,78.5,7.06
Sweden,Europe,2008,9.59,316.78,0.54,0.21,38.52,0.21,0.33,0.1,0.12,0.11,0.01,57.18,72.11,60.76,0.23,0.16,0.01,0.0015,0.0914,0.16,0.16,0.16,9.4,9.33,67.72,79.0,7.09
Sweden,Europe,2009,9.67,324.7,0.55,0.22,39.96,0.22,0.33,0.09,0.12,0.12,0.01,72.04,85.77,63.08,0.23,0.1,0.01,0.0015,0.0789,0.17,0.17,0.17,10.87,11.41,70.63,79.5,7.14
Sweden,Europe,2010,9.75,332.82,0.57,0.23,41.4,0.23,0.33,0.09,0.12,0.12,0.01,90.77,102.02,65.49,0.22,0.16,0.01,0.0014,0.0846,0.17,0.17,0.17,11.31,13.94,71.26,80.0,7.89
Sweden,Europe,2011,9.82,341.14,0.58,0.26,45.0,0.23,0.32,0.08,0.11,0.12,0.01,114.37,121.35,68.0,0.21,0.14,0.01,0.0014,0.1151,0.17,0.17,0.17,11.41,17.86,72.35,80.5,8.11
Sweden,Europe,2012,9.9,349.67,0.59,0.29,48.6,0.24,0.3,0.08,0.11,0.12,0.01,144.11,144.34,70.6,0.2,0.12,0.01,0.0014,0.0994,0.18,0.18,0.18,10.16,22.73,74.57,81.0,7.45
Sweden,Europe,2013,9.98,358.41,0.61,0.32,52.2,0.25,0.29,0.07,0.1,0.12,0.01,181.58,171.68,73.3,0.18,0.14,0.01,0.0014,0.1077,0.18,0.18,0.18,11.04,28.78,76.93,81.5,7.89
Sweden,Europe,2014,10.06,367.37,0.62,0.35,55.8,0.26,0.27,0.07,0.09,0.11,0.01,228.79,204.21,76.1,0.17,0.12,0.01,0.0013,0.0984,0.19,0.19,0.19,9.95,36.26,75.03,82.0,7.94
Sweden,Europe,2015,10.14,376.56,0.63,0.38,59.4,0.27,0.26,0.06,0.09,0.11,0.01,288.27,242.89,79.01,0.15,0.12,0.01,0.0013,0.1287,0.19,0.19,0.19,10.72,45.5,77.39,82.5,10.0
Sweden,Europe,2016,10.22,385.97,0.65,0.41,63.0,0.28,0.24,0.05,0.08,0.11,0.01,363.22,288.9,82.03,0.14,0.11,0.01,0.0013,0.1098,0.19,0.19,0.19,10.89,56.89,79.16,83.0,10.0
Sweden,Europe,2017,10.31,395.62,0.66,0.44,66.6,0.29,0.22,0.05,0.07,0.1,0.01,457.66,343.63,85.17,0.13,0.2,0.01,0.0012,0.1292,0.2,0.2,0.2,10.93,70.89,80.68,83.5,10.0
Sweden,Europe,2018,10.39,405.51,0.68,0.48,70.2,0.3,0.2,0.04,0.07,0.09,0.01,576.65,408.73,88.42,0.11,0.12,0.01,0.0012,0.1118,0.2,0.2,0.2,9.8,88.07,81.5,84.0,10.0
Sweden,Europe,2019,10.47,415.65,0.69,0.51,73.8,0.31,0.18,0.04,0.06,0.09,0.01,726.58,486.16,91.81,0.1,0.13,0.01,0.0012,0.1366,0.21,0.21,0.21,11.58,109.14,83.69,84.5,10.0
Sweden,Europe,2020,10.55,426.04,0.71,0.55,77.4,0.32,0.16,0.03,0.05,0.08,0.01,915.49,578.26,95.32,0.08,0.2,0.01,0.0012,0.1052,0.21,0.21,0.21,11.38,134.92,82.5,85.0,10.0
Sweden,Europe,2021,10.64,436.69,0.73,0.59,81.0,0.33,0.14,0.03,0.04,0.07,0.01,1153.52,687.81,98.96,0.07,0.14,0.01,0.0011,0.1371,0.22,0.22,0.22,11.73,166.44,83.8,85.5,10.0
Sweden,Europe,2022,10.72,447.61,0.74,0.63,84.6,0.34,0.11,0.02,0.04,0.06,0.01,1453.43,818.1,102.75,0.06,0.22,0.01,0.0011,0.1233,0.22,0.22,0.22,11.61,204.91,86.75,86.0,10.0
Sweden,Europe,2023,10.81,458.8,0.76,0.67,88.2,0.35,0.09,0.01,0.03,0.05,0.02,1831.32,973.09,106.67,0.04,0.15,0.02,0.0011,0.1141,0.23,0.23,0.23,11.44,251.81,87.15,86.5,10.0
Sweden,Europe,2024,10.9,470.27,0.78,0.7,90.0,0.37,0.08,0.01,0.02,0.04,0.02,2307.47,1157.43,110.75,0.04,0.17,0.02,0.0011,0.1311,0.23,0.23,0.23,11.69,302.88,90.72,87.0,10.0
Norway,Europe,2000,4.5,170.0,0.23,0.06,27.0,0.08,0.16,0.06,0.07,0.04,0.0,4.5,9.0,22.5,0.12,0.01,0.1,0.0013,0.0906,0.07,0.07,0.07,10.15,1.15,61.82,75.0,5.7
Norway,Europe,2001,4.54,174.25,0.23,0.07,28.44,0.08,0.16,0.06,0.07,0.04,0.0,5.67,10.7,23.36,0.12,0.01,0.07,0.0013,0.0962,0.07,0.07,0.07,9.92,1.42,62.59,75.5,6.54
Norway,Europe,2002,4.57,178.61,0.24,0.07,29.88,0.08,0.17,0.06,0.06,0.05,0.0,7.14,12.73,24.25,0.12,0.01,0.07,0.0013,0.0993,0.07,0.07,0.07,9.98,1.76,62.44,76.0,6.43
Norway,Europe,2003,4.61,183.07,0.24,0.08,31.32,0.09,0.17,0.05,0.06,0.05,0.0,9.0,15.15,25.18,0.12,0.01,0.12,0.0013,0.0668,0.07,0.07,0.07,10.07,2.18,64.35,76.5,6.67
Norway,Europe,2004,4.65,187.65,0.25,0.08,32.76,0.09,0.17,0.05,0.06,0.05,0.0,11.34,18.01,26.14,0.12,0.01,0.11,0.0012,0.0734,0.07,0.07,0.07,9.76,2.69,64.23,77.0,6.9
Norway,Europe,2005,4.68,192.34,0.25,0.09,34.2,0.09,0.17,0.05,0.06,0.05,0.01,14.29,21.43,27.14,0.12,0.01,0.09,0.0012,0.0784,0.08,0.08,0.08,11.11,3.31,64.04,77.5,7.25
Norway,Europe,2006,4.72,197.15,0.26,0.09,35.64,0.1,0.17,0.05,0.06,0.05,0.01,18.01,25.49,28.18,0.12,0.01,0.11,0.0012,0.1051,0.08,0.08,0.08,9.83,4.06,65.26,78.0,7.14
Norway,Europe,2007,4.76,202.08,0.26,0.1,37.08,0.1,0.17,0.05,0.06,0.06,0.01,22.69,30.31,29.26,0.12,0.01,0.12,0.0012,0.1036,0.08,0.08,0.08,9.57,4.98,69.41,78.5,7.32
Norway,Europe,2008,4.8,207.13,0.27,0.1,38.52,0.11,0.17,0.05,0.06,0.06,0.01,28.59,36.06,30.38,0.11,0.01,0.12,0.0011,0.1066,0.08,0.08,0.08,11.01,6.1,70.05,79.0,6.79
Norway,Europe,2009,4.83,212.31,0.28,0.11,39.96,0.11,0.17,0.05,0.06,0.06,0.01,36.02,42.89,31.54,0.11,0.01,0.11,0.0011,0.0811,0.08,0.08,0.08,10.18,7.46,70.43,79.5,6.92
Norway,Europe,2010,4.87,217.61,0.28,0.12,41.4,0.11,0.17,0.04,0.06,0.06,0.01,45.39,51.01,32.75,0.11,0.01,0.1,0.0011,0.0844,0.08,0.08,0.08,11.02,9.11,73.79,80.0,7.07
Norway,Europe,2011,4.91,223.05,0.29,0.13,45.0,0.12,0.16,0.04,0.06,0.06,0.01,57.19,60.68,34.0,0.1,0.01,0.14,0.0011,0.1029,0.09,0.09,0.09,10.04,11.67,71.51,80.5,7.65
Norway,Europe,2012,4.95,228.63,0.3,0.14,48.6,0.12,0.15,0.04,0.05,0.06,0.01,72.05,72.17,35.3,0.1,0.01,0.14,0.0011,0.1123,0.09,0.09,0.09,9.58,14.86,72.69,81.0,7.7
Norway,Europe,2013,4.99,234.35,0.3,0.16,52.2,0.13,0.14,0.04,0.05,0.06,0.01,90.79,85.84,36.65,0.09,0.02,0.11,0.001,0.0953,0.09,0.09,0.09,10.08,18.82,76.81,81.5,8.38
Norway,Europe,2014,5.03,240.21,0.31,0.17,55.8,0.13,0.14,0.03,0.05,0.06,0.01,114.39,102.1,38.05,0.08,0.02,0.12,0.001,0.1242,0.09,0.09,0.09,10.2,23.71,76.71,82.0,7.83
Norway,Europe,2015,5.07,246.21,0.32,0.19,59.4,0.13,0.13,0.03,0.04,0.06,0.01,144.14,121.45,39.5,0.08,0.02,0.14,0.001,0.1292,0.1,0.1,0.1,10.81,29.75,77.43,82.5,10.0
Norway,Europe,2016,5.11,252.37,0.32,0.2,63.0,0.14,0.12,0.03,0.04,0.05,0.01,181.61,144.45,41.02,0.07,0.02,0.11,0.001,0.1275,0.1,0.1,0.1,10.65,37.19,79.0,83.0,10.0
Norway,Europe,2017,5.15,258.68,0.33,0.22,66.6,0.14,0.11,0.02,0.04,0.05,0.01,228.83,171.82,42.58,0.06,0.02,0.14,0.001,0.0969,0.1,0.1,0.1,11.05,46.35,79.37,83.5,10.0
Norway,Europe,2018,5.19,265.14,0.34,0.24,70.2,0.15,0.1,0.02,0.03,0.05,0.01,288.33,204.37,44.21,0.06,0.02,0.16,0.0009,0.1282,0.1,0.1,0.1,10.83,57.59,81.68,84.0,10.0
Norway,Europe,2019,5.24,271.77,0.35,0.26,73.8,0.15,0.09,0.02,0.03,0.04,0.01,363.29,243.08,45.9,0.05,0.02,0.16,0.0009,0.1089,0.1,0.1,0.1,10.75,71.36,81.94,84.5,10.0
Norway,Europe,2020,5.28,278.56,0.36,0.28,77.4,0.16,0.08,0.02,0.03,0.04,0.01,457.74,289.13,47.66,0.04,0.02,0.15,0.0009,0.1022,0.11,0.11,0.11,11.3,88.22,83.27,85.0,10.0
Norway,Europe,2021,5.32,285.53,0.36,0.29,81.0,0.17,0.07,0.01,0.02,0.03,0.01,576.76,343.9,49.48,0.03,0.02,0.15,0.0009,0.1039,0.11,0.11,0.11,10.39,108.83,86.03,85.5,10.0
Norway,Europe,2022,5.36,292.67,0.37,0.31,84.6,0.17,0.06,0.01,0.02,0.03,0.01,726.72,409.05,51.37,0.03,0.02,0.17,0.0009,0.1042,0.11,0.11,0.11,10.37,133.98,87.36,86.0,10.0
Norway,Europe,2023,5.41,299.98,0.38,0.34,88.2,0.18,0.04,0.01,0.01,0.02,0.01,915.66,486.54,53.34,0.02,0.02,0.12,0.0008,0.1204,0.11,0.11,0.11,10.46,164.65,88.97,86.5,10.0
Norway,Europe,2024,5.45,307.48,0.39,0.35,90.0,0.18,0.04,0.01,0.01,0.02,0.01,1153.73,578.71,55.38,0.02,0.02,0.18,0.0008,0.1437,0.12,0.12,0.12,10.83,198.04,90.44,87.0,10.0
South Africa,Africa,2000,45.0,135.0,1.12,0.11,10.0,0.39,1.01,0.35,0.41,0.25,0.02,9.0,22.5,135.0,0.82,0.33,0.02,0.0083,0.0436,0.45,0.34,0.34,26.37,0.34,44.98,50.0,3.89
South Africa,Africa,2001,45.67,143.78,1.16,0.13,10.8,0.41,1.03,0.35,0.41,0.27,0.02,11.42,26.95,141.14,0.83,0.28,0.02,0.0079,0.0697,0.46,0.35,0.35,25.05,0.45,44.87,50.5,4.36
South Africa,Africa,2002,46.36,153.12,1.19,0.14,11.6,0.43,1.06,0.35,0.41,0.29,0.02,14.49,32.28,147.55,0.85,0.3,0.02,0.0076,0.0816,0.48,0.36,0.36,26.6,0.59,49.2,51.0,4.5
South Africa,Africa,2003,47.06,163.07,1.23,0.15,12.4,0.45,1.08,0.35,0.42,0.31,0.02,18.38,38.66,154.26,0.86,0.24,0.02,0.0072,0.0487,0.49,0.37,0.37,26.68,0.77,49.18,51.5,4.0
South Africa,Africa,2004,47.76,173.67,1.27,0.17,13.2,0.47,1.1,0.35,0.42,0.33,0.03,23.32,46.3,161.27,0.87,0.26,0.03,0.0069,0.0843,0.51,0.38,0.38,26.16,1.0,49.53,52.0,4.56
South Africa,Africa,2005,48.48,184.96,1.31,0.18,14.0,0.49,1.12,0.35,0.43,0.35,0.03,29.59,55.45,168.6,0.89,0.24,0.03,0.0065,0.0622,0.52,0.39,0.39,25.94,1.3,49.21,52.5,5.02
South Africa,Africa,2006,49.2,196.98,1.35,0.2,14.8,0.51,1.15,0.35,0.43,0.37,0.03,37.54,66.42,176.26,0.9,0.29,0.03,0.0062,0.0819,0.54,0.4,0.4,26.94,1.69,51.05,53.0,5.06
South Africa,Africa,2007,49.94,209.79,1.39,0.22,15.6,0.53,1.17,0.34,0.44,0.39,0.03,47.63,79.55,184.27,0.92,0.31,0.03,0.0059,0.0857,0.55,0.42,0.42,25.71,2.18,54.11,53.5,5.16
South Africa,Africa,2008,50.69,223.42,1.43,0.23,16.4,0.56,1.19,0.34,0.44,0.41,0.03,60.43,95.27,192.65,0.93,0.28,0.03,0.0056,0.0575,0.57,0.43,0.43,26.62,2.8,55.55,54.0,5.02
South Africa,Africa,2009,51.45,237.95,1.47,0.25,17.2,0.58,1.22,0.34,0.44,0.44,0.03,76.67,114.11,201.4,0.95,0.36,0.03,0.0053,0.0693,0.59,0.44,0.44,26.79,3.6,54.6,54.5,5.74
South Africa,Africa,2010,52.22,253.41,1.52,0.27,18.0,0.61,1.24,0.34,0.45,0.46,0.03,97.28,136.67,210.56,0.96,0.29,0.03,0.0051,0.0697,0.61,0.45,0.45,25.52,4.61,55.45,55.0,5.52
South Africa,Africa,2011,53.01,269.89,1.56,0.31,20.0,0.63,1.25,0.33,0.44,0.48,0.03,123.42,163.69,220.13,0.96,0.3,0.03,0.0048,0.0899,0.62,0.47,0.47,25.47,6.28,57.72,55.5,5.49
South Africa,Africa,2012,53.8,287.43,1.61,0.35,22.0,0.66,1.25,0.32,0.44,0.49,0.03,156.59,196.05,230.13,0.95,0.25,0.03,0.0046,0.063,0.64,0.48,0.48,26.31,8.46,59.37,56.0,5.7
South Africa,Africa,2013,54.61,306.11,1.66,0.4,24.0,0.69,1.26,0.31,0.44,0.51,0.03,198.67,234.8,240.59,0.94,0.38,0.03,0.0044,0.0833,0.66,0.5,0.5,25.54,11.3,60.46,56.5,6.41
South Africa,Africa,2014,55.43,326.01,1.71,0.44,26.0,0.72,1.26,0.3,0.43,0.53,0.03,252.06,281.23,251.52,0.93,0.39,0.03,0.0041,0.0881,0.68,0.51,0.51,26.18,14.99,62.9,57.0,6.37
South Africa,Africa,2015,56.26,347.2,1.76,0.49,28.0,0.75,1.27,0.29,0.43,0.54,0.04,319.8,336.82,262.96,0.93,0.4,0.04,0.0039,0.1015,0.7,0.53,0.53,25.85,19.78,61.07,57.5,8.52
South Africa,Africa,2016,57.1,369.77,1.81,0.54,30.0,0.78,1.27,0.28,0.43,0.56,0.04,405.75,403.41,274.91,0.92,0.49,0.04,0.0037,0.0688,0.72,0.54,0.54,26.17,25.95,62.27,58.0,8.19
South Africa,Africa,2017,57.96,393.8,1.87,0.6,32.0,0.81,1.27,0.27,0.42,0.58,0.04,514.8,483.17,287.4,0.91,0.5,0.04,0.0035,0.0862,0.75,0.56,0.56,26.38,33.9,64.89,58.5,8.05
South Africa,Africa,2018,58.83,419.4,1.92,0.65,34.0,0.85,1.27,0.26,0.42,0.59,0.04,653.15,578.69,300.46,0.9,0.37,0.04,0.0033,0.0929,0.77,0.58,0.58,27.67,44.12,67.99,59.0,8.22
South Africa,Africa,2019,59.71,446.66,1.98,0.71,36.0,0.88,1.27,0.25,0.41,0.61,0.04,828.68,693.1,314.12,0.88,0.56,0.04,0.0032,0.0998,0.79,0.59,0.59,27.32,57.21,67.63,59.5,8.75
South Africa,Africa,2020,60.61,475.69,2.04,0.78,38.0,0.92,1.27,0.24,0.4,0.62,0.04,1051.39,830.13,328.4,0.87,0.4,0.04,0.003,0.0726,0.82,0.61,0.61,26.26,73.96,67.99,60.0,8.98
South Africa,Africa,2021,61.52,506.61,2.1,0.84,40.0,0.96,1.26,0.23,0.4,0.63,0.04,1333.95,994.24,343.32,0.86,0.55,0.04,0.0028,0.0905,0.84,0.63,0.63,25.96,95.35,72.03,60.5,9.59
South Africa,Africa,2022,62.44,539.54,2.17,0.91,42.0,1.0,1.26,0.22,0.39,0.65,0.04,1692.45,1190.8,358.93,0.84,0.58,0.04,0.0027,0.1127,0.87,0.65,0.65,26.97,122.62,73.25,61.0,8.88
South Africa,Africa,2023,63.38,574.61,2.23,0.98,44.0,1.04,1.25,0.21,0.38,0.66,0.04,2147.3,1426.22,375.24,0.83,0.46,0.04,0.0025,0.0835,0.89,0.67,0.67,26.31,157.33,71.16,61.5,9.57
South Africa,Africa,2024,64.33,611.96,2.3,1.06,46.0,1.08,1.24,0.2,0.38,0.67,0.05,2724.38,1708.19,392.29,0.81,0.61,0.05,0.0024,0.0991,0.92,0.69,0.69,26.25,201.45,75.04,62.0,9.74
Argentina,South America,2000,37.0,285.0,0.93,0.09,10.0,0.32,0.83,0.29,0.33,0.21,0.02,7.4,18.5,111.0,0.67,0.19,0.02,0.0032,0.067,0.37,0.28,0.28,23.52,0.71,44.38,50.0,4.42
Argentina,South America,2001,37.55,303.52,0.95,0.1,10.8,0.34,0.85,0.29,0.34,0.22,0.02,9.39,22.16,116.04,0.68,0.18,0.02,0.0031,0.0603,0.38,0.29,0.29,24.82,0.94,47.03,50.5,3.71
Argentina,South America,2002,38.12,323.25,0.98,0.11,11.6,0.35,0.87,0.29,0.34,0.24,0.02,11.91,26.54,121.32,0.69,0.17,0.02,0.0029,0.0433,0.39,0.29,0.29,24.34,1.24,47.19,51.0,3.93
Argentina,South America,2003,38.69,344.27,1.01,0.13,12.4,0.37,0.89,0.29,0.34,0.25,0.02,15.11,31.78,126.83,0.71,0.3,0.02,0.0028,0.0657,0.4,0.3,0.3,23.6,1.62,48.6,51.5,4.63
